filepath,crop,disease_raw,environment,phash,pest
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\SM\TLUE_SM_50.jpg,Tomato,SM,closed,e5c69ed8982b9338,Spider Mite
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\SM\TLUE_SM_51.jpg,Tomato,SM,closed,ebc236d840f025f7,Spider Mite
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\SM\TLUE_SM_52.jpg,Tomato,SM,closed,89a24d78726971d7,Spider Mite
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\SM\TLUE_SM_53.jpg,Tomato,SM,closed,f1af8454cf62c631,Spider Mite
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_376.jpg,Tomato,LM,closed,c4fb2e22abda600f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_377.jpg,Tomato,LM,closed,cdac37d658534a49,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_378.jpg,Tomato,LM,closed,91165e6e2a3871ed,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_379.jpg,Tomato,LM,closed,950c7d6b74e8c0ab,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_380.jpg,Tomato,LM,closed,cd7f21b4d1c80f25,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_381.jpg,Tomato,LM,closed,c6c747b03a0ef0ce,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_382.jpg,Tomato,LM,closed,d0b86ad275fa2a29,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_383.jpg,Tomato,LM,closed,df10e5cfa9476412,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_384.jpg,Tomato,LM,closed,d4c8ecc773733224,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_385.jpg,Tomato,LM,closed,d995745ae2a828e7,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_386.jpg,Tomato,LM,closed,fb7de06051a3ce11,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_001.jpg,Tomato,LM,closed,811d67914dedec92,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_002.jpg,Tomato,LM,closed,da05b4e34b7de103,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_003.jpg,Tomato,LM,closed,b322cc6c33996766,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_004.jpg,Tomato,LM,closed,e6b6499949b6629c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_005.jpg,Tomato,LM,closed,b333cc4c64cc3367,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_006.jpg,Tomato,LM,closed,b38bcd2c2cc33399,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_007.jpg,Tomato,LM,closed,c68654b4ac4b6b2f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_008.jpg,Tomato,LM,closed,d7470aec646c6d92,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_009.jpg,Tomato,LM,closed,9786699093c36e9d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_010.jpg,Tomato,LM,closed,f8a7069a0bcc65cd,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_011.jpg,Tomato,LM,closed,c50bc3b787838f83,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_012.jpg,Tomato,LM,closed,83415abc3e53ae5a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_013.jpg,Tomato,LM,closed,cf01612f9d304f1f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_014.jpg,Tomato,LM,closed,a5c925cecaf3e4c0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_015.jpg,Tomato,LM,closed,816f3cd00cfd13f8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_016.jpg,Tomato,LM,closed,a936c6dbd2613c15,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_017.jpg,Tomato,LM,closed,c48e576cb21bc966,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_018.jpg,Tomato,LM,closed,90f67e60782e617c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_019.jpg,Tomato,LM,closed,f98ef1161971cc23,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_020.jpg,Tomato,LM,closed,b681c38fc3b59c94,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_021.jpg,Tomato,LM,closed,c1e69e92a199de26,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_022.jpg,Tomato,LM,closed,9b472a752576d151,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_023.jpg,Tomato,LM,closed,fc9555e39b46308c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_024.jpg,Tomato,LM,closed,fbc0d099364bd037,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_025.jpg,Tomato,LM,closed,f5a0ea1dc4b60b39,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_026.jpg,Tomato,LM,closed,e23fe2328792be30,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_027.jpg,Tomato,LM,closed,f4c875d7e4302cd1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_028.jpg,Tomato,LM,closed,968d62e5d95262b5,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_029.jpg,Tomato,LM,closed,cc4f02d3cbd3079a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_030.jpg,Tomato,LM,closed,dd996243a43e4e55,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_031.jpg,Tomato,LM,closed,b161cb9ade30cf12,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_032.jpg,Tomato,LM,closed,b54c093d6b59531e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_033.jpg,Tomato,LM,closed,e39c78d7d00b3887,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_034.jpg,Tomato,LM,closed,e703ef0e869a0756,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_035.jpg,Tomato,LM,closed,a3b587213a9760bb,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_036.jpg,Tomato,LM,closed,eac2956c1d69d21d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_037.jpg,Tomato,LM,closed,a07ac0f263737539,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_038.jpg,Tomato,LM,closed,f802c3e15e4b3db8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_039.jpg,Tomato,LM,closed,abaf840d4ca56575,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_040.jpg,Tomato,LM,closed,928d9f7c40136b5b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_041.jpg,Tomato,LM,closed,e7299dd6c1341571,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_042.jpg,Tomato,LM,closed,919a97889dcdad54,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_043.jpg,Tomato,LM,closed,fac2f989613cace0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_044.jpg,Tomato,LM,closed,e81a8fa88f0771e5,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_045.jpg,Tomato,LM,closed,f074401a1e8de9df,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_046.jpg,Tomato,LM,closed,b1fdc86256a1a9c9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_047.jpg,Tomato,LM,closed,e4a89db703b4ec8c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_048.jpg,Tomato,LM,closed,b44b03b0e8ad3e97,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_049.jpg,Tomato,LM,closed,adf7ca00c85e18be,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_050.jpg,Tomato,LM,closed,ff69c38160ae3f04,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_051.jpg,Tomato,LM,closed,e0abd83c3f742545,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_052.jpg,Tomato,LM,closed,a2d9db1f592169b0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_053.jpg,Tomato,LM,closed,f8df8b0f3a44061d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_054.jpg,Tomato,LM,closed,fd3a6ea239142c69,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_056.jpg,Tomato,LM,closed,e1b19f4bcccc161c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_057.jpg,Tomato,LM,closed,94886a377f9a8ac5,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_058.jpg,Tomato,LM,closed,c8f70ab837ca49f0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_059.jpg,Tomato,LM,closed,80e53f87b495151f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_060.jpg,Tomato,LM,closed,dd6b703e9364d0c4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_061.jpg,Tomato,LM,closed,d5bd6a663cc021d3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_062.jpg,Tomato,LM,closed,9e2d60742762f1b9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_063.jpg,Tomato,LM,closed,92a49bdb24bea14e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_064.jpg,Tomato,LM,closed,94b8037eb90f6b07,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_065.jpg,Tomato,LM,closed,aea3b131ce064e6d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_067.jpg,Tomato,LM,closed,c1d13e8618fb67a4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_069.jpg,Tomato,LM,closed,c40ff764cc3ab740,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_070.jpg,Tomato,LM,closed,8879b0dd42827fdc,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_071.jpg,Tomato,LM,closed,b1f362a642ce3f82,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_072.jpg,Tomato,LM,closed,ede970a34b86c293,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_073.jpg,Tomato,LM,closed,b9fb699984e0188f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_074.jpg,Tomato,LM,closed,b946624de70ce1e3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_075.jpg,Tomato,LM,closed,bbb0d11b816d876c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_076.jpg,Tomato,LM,closed,d09d69823fd713c1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_077.jpg,Tomato,LM,closed,80d50fa195b63f63,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_078.jpg,Tomato,LM,closed,969425a1e71a99d7,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_079.jpg,Tomato,LM,closed,deb620cc5d9624e9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_080.jpg,Tomato,LM,closed,9b067fcb4ae928a1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_081.jpg,Tomato,LM,closed,95066aeec79435e4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_082.jpg,Tomato,LM,closed,d99928c6dde26661,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_083.jpg,Tomato,LM,closed,d7287c4c59b58729,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_084.jpg,Tomato,LM,closed,afe1292b3d94b1b0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_085.jpg,Tomato,LM,closed,c2604fb2092f9f1f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_086.jpg,Tomato,LM,closed,ccbcb67ab921a542,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_087.jpg,Tomato,LM,closed,b12e2cc89dead4b8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_088.jpg,Tomato,LM,closed,bcae5202dd677704,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_089.jpg,Tomato,LM,closed,b358bc27dc9e0178,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_090.jpg,Tomato,LM,closed,b2c2e4473bb1ce1c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_091.jpg,Tomato,LM,closed,b00f705daa69b65a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_092.jpg,Tomato,LM,closed,ac2357542b2af25e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_093.jpg,Tomato,LM,closed,f74164c53bc92d16,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_094.jpg,Tomato,LM,closed,8eb60e3da5e991c4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_095.jpg,Tomato,LM,closed,b7b7926a17d90432,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_096.jpg,Tomato,LM,closed,e4564ba0f37926d1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_097.jpg,Tomato,LM,closed,b48870b16f4f4d39,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_098.jpg,Tomato,LM,closed,c3953943292d3f9c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_099.jpg,Tomato,LM,closed,ebc7d5ba0aac0e24,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_100.jpg,Tomato,LM,closed,83352fd0106c7bcf,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_101.jpg,Tomato,LM,closed,ba9ef3894197c684,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_102.jpg,Tomato,LM,closed,abb8546bb50a3cd4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_103.jpg,Tomato,LM,closed,aaf086de5c25e519,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_104.jpg,Tomato,LM,closed,9aea682483967c5f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_105.jpg,Tomato,LM,closed,cb316e11edcb1b11,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_106.jpg,Tomato,LM,closed,c62dbb4397698929,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_107.jpg,Tomato,LM,closed,ead49661e7982b31,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_108.jpg,Tomato,LM,closed,dde33220e01e3aeb,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_109.jpg,Tomato,LM,closed,f4f4348aeb20a5b6,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_110.jpg,Tomato,LM,closed,b8739066a1e2f3e4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_111.jpg,Tomato,LM,closed,896678adc64b39a6,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_112.jpg,Tomato,LM,closed,b4bffbdad05800c8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_113.jpg,Tomato,LM,closed,f4af0986a26747a3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_114.jpg,Tomato,LM,closed,e5fa8e846caf0391,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_115.jpg,Tomato,LM,closed,fa3bfe92110583c9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_116.jpg,Tomato,LM,closed,a3b33642cc97a8f1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_117.jpg,Tomato,LM,closed,aac11691f56f2647,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_118.jpg,Tomato,LM,closed,aa71e141f18bab95,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_119.jpg,Tomato,LM,closed,8a8b64d5d55c5c66,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_120.jpg,Tomato,LM,closed,cb2470deb941c3e6,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_121.jpg,Tomato,LM,closed,f281170fbc5ce896,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_122.jpg,Tomato,LM,closed,c17cbfb059f9b001,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_123.jpg,Tomato,LM,closed,989d3a60f1706da7,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_124.jpg,Tomato,LM,closed,9694c2fbe869ed20,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_125.jpg,Tomato,LM,closed,af2c1ebed083c1cc,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_126.jpg,Tomato,LM,closed,d0f0b2b7b7a62c24,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_127.jpg,Tomato,LM,closed,bf47d02093f6d126,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_128.jpg,Tomato,LM,closed,b5c86a3e7d167806,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_129.jpg,Tomato,LM,closed,d610f090c69f57f8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_130.jpg,Tomato,LM,closed,baf4f74f4e60400b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_131.jpg,Tomato,LM,closed,bf9fd150caccac20,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_132.jpg,Tomato,LM,closed,e8d0561fa76a58e2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_133.jpg,Tomato,LM,closed,ed91fe33c22da068,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_134.jpg,Tomato,LM,closed,fe0480195fb85f9c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_135.jpg,Tomato,LM,closed,fa8f3a1074d7cc06,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_136.jpg,Tomato,LM,closed,e8a58b249f571c17,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_137.jpg,Tomato,LM,closed,8eb94af4e350b866,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_138.jpg,Tomato,LM,closed,80e07ba6bc5d86d9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_139.jpg,Tomato,LM,closed,9263f1dd771b0c06,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_140.jpg,Tomato,LM,closed,b3b7c20997c2691d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_141.jpg,Tomato,LM,closed,8f4b25e00c7c94bf,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_142.jpg,Tomato,LM,closed,cbdc109b4c302f7b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_143.jpg,Tomato,LM,closed,dd736ce8a21aa586,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_144.jpg,Tomato,LM,closed,d40b893f38b11f78,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_145.jpg,Tomato,LM,closed,adee7844e69886f0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_146.jpg,Tomato,LM,closed,8f64792631c743cd,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_147.jpg,Tomato,LM,closed,dd671341b44e97d0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_149.jpg,Tomato,LM,closed,df7e21b4a234c2d8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_150.jpg,Tomato,LM,closed,f5f88aea2b06a874,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_151.jpg,Tomato,LM,closed,d7f83ecb29831886,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_152.jpg,Tomato,LM,closed,a46b78d04c86abf9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_153.jpg,Tomato,LM,closed,d40dda745b77032a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_154.jpg,Tomato,LM,closed,ca24eb760b3af10d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_155.jpg,Tomato,LM,closed,d4c3ef29240b1d6e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_156.jpg,Tomato,LM,closed,c8406d99d5e7e962,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_157.jpg,Tomato,LM,closed,ee8f1a6925164ae5,Leaf Miner
