filepath,crop,disease_raw,environment,phash
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_301.jpg,Cotton,FW,uncontrolled,90be74ecddd83089
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_302.jpg,Cotton,FW,uncontrolled,aae923ab0a2f157c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_303.jpg,Cotton,FW,uncontrolled,aba19256eb245a7a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_305.jpg,Cotton,FW,uncontrolled,bd4e9866da01e695
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_306.jpg,Cotton,FW,uncontrolled,fe0bc37cbc860ec0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_307.jpg,Cotton,FW,uncontrolled,e8e4cccc8b8bb235
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_308.jpg,Cotton,FW,uncontrolled,9074fc729637a325
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_310.jpg,Cotton,FW,uncontrolled,ff6522a975384952
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_311.jpg,Cotton,FW,uncontrolled,c59ea8c8c29df48e
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_312.jpg,Cotton,FW,uncontrolled,aacf770320921efa
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_313.jpg,Cotton,FW,uncontrolled,ffc5a058875a42ad
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_001.jpg,Cotton,FW,uncontrolled,977007dcf8272363
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_003.png,Cotton,FW,uncontrolled,8cbfc37f81c4b250
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_006.png,Cotton,FW,uncontrolled,b0b0acb6f8931ba9
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_020.jpg,Cotton,FW,uncontrolled,85d6701b610e9f7c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_021.jpg,Cotton,FW,uncontrolled,f842461d98f93567
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_028.jpg,Cotton,FW,uncontrolled,d46841478edd5a79
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_034.jpg,Cotton,FW,uncontrolled,fb35a44a19958f68
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_035.jpg,Cotton,FW,uncontrolled,e3c4b4984e33c39b
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_037.jpg,Cotton,FW,uncontrolled,a69ff1600c3ddac2
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_038.jpg,Cotton,FW,uncontrolled,a666e1339b999631
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_039.jpg,Cotton,FW,uncontrolled,9ca71d802fd828f7
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_040.jpg,Cotton,FW,uncontrolled,80501ef0ffbc3c3c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_041.jpg,Cotton,FW,uncontrolled,c90d482a7a727d5d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_042.jpg,Cotton,FW,uncontrolled,d5ea4b5aaa164996
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_043.jpg,Cotton,FW,uncontrolled,9c77a91d62996495
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_044.jpg,Cotton,FW,uncontrolled,f11d3f90e1875d24
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_045.jpg,Cotton,FW,uncontrolled,c9ddb8a73622113b
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_049.jpg,Cotton,FW,uncontrolled,bdc6099f6d6d9202
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_050.jpg,Cotton,FW,uncontrolled,8719d9c7e98906e9
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_051.jpg,Cotton,FW,uncontrolled,e86c5c3538c7c7a8
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_052.jpg,Cotton,FW,uncontrolled,d393dc64acae3434
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_053.jpg,Cotton,FW,uncontrolled,b9e54ab669689195
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_054.jpg,Cotton,FW,uncontrolled,863989cef986619e
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_055.jpg,Cotton,FW,uncontrolled,ec4f1f1d2cc0c03f
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_056.jpg,Cotton,FW,uncontrolled,ec79d307f0b00ecc
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_057.jpg,Cotton,FW,uncontrolled,f8b8993996c66625
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_058.jpg,Cotton,FW,uncontrolled,b9d386ada41a5b64
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_059.jpg,Cotton,FW,uncontrolled,ed35ceb382c8f0b0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_060.jpg,Cotton,FW,uncontrolled,eaf38606f1b54585
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_061.jpg,Cotton,FW,uncontrolled,b89f9919d562a51a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_062.jpg,Cotton,FW,uncontrolled,bf59d3aca40e102f
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_065.png,Cotton,FW,uncontrolled,a167b74c6d9cb04a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_066.jpg,Cotton,FW,uncontrolled,8c963a6ce27b3bc0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_070.jpg,Cotton,FW,uncontrolled,be0f0f1031636d73
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_071.jpg,Cotton,FW,uncontrolled,d550dac4b3b7b01a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_072.jpg,Cotton,FW,uncontrolled,eba55aba644138d9
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_073.jpg,Cotton,FW,uncontrolled,80fb1b6e421f647a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_074.jpg,Cotton,FW,uncontrolled,950e0e313af76873
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_075.jpg,Cotton,FW,uncontrolled,d5534ecc17b531d0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_076.jpg,Cotton,FW,uncontrolled,c0a4539a65e93d9b
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_085.jpg,Cotton,FW,uncontrolled,d8e95a4d74c0714f
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_086.jpg,Cotton,FW,uncontrolled,91aa1fffa44c7406
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_087.jpg,Cotton,FW,uncontrolled,8d430fe7216a27e5
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_088.jpg,Cotton,FW,uncontrolled,c4004a57f1e62bef
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_090.jpg,Cotton,FW,uncontrolled,a76660024be9667f
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_093.jpg,Cotton,FW,uncontrolled,8490e6fe0cfc43f2
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_094.jpg,Cotton,FW,uncontrolled,a06668026be966ff
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_095.jpg,Cotton,FW,uncontrolled,a68d138746f17d8c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_096.jpg,Cotton,FW,uncontrolled,805bf373128eed23
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_097.jpg,Cotton,FW,uncontrolled,f3676e2d13532826
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_098.jpg,Cotton,FW,uncontrolled,d5f1a6d94724b889
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_100.jpg,Cotton,FW,uncontrolled,d9a314d21ac94f7c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_103.jpg,Cotton,FW,uncontrolled,e30779ebc6a62258
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_104.jpg,Cotton,FW,uncontrolled,c9ece2346c1baba4
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_105.jpg,Cotton,FW,uncontrolled,b6ad2e419b0c73d2
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_106.jpg,Cotton,FW,uncontrolled,c7433df4706f0b48
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_107.jpg,Cotton,FW,uncontrolled,c588692d72e393b3
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_108.jpg,Cotton,FW,uncontrolled,92f9685e25c55e62
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_109.jpg,Cotton,FW,uncontrolled,91223ec727cbd619
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_110.jpg,Cotton,FW,uncontrolled,86a37857cb7a24cc
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_111.jpg,Cotton,FW,uncontrolled,9c69336178cee90d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_112.jpg,Cotton,FW,uncontrolled,d3092ddd9ad07166
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_113.jpg,Cotton,FW,uncontrolled,c9c276ca2d64dca6
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_114.png,Cotton,FW,uncontrolled,8d95660070bdd3d7
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_115.png,Cotton,FW,uncontrolled,927f791b51b05692
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_116.png,Cotton,FW,uncontrolled,d13f33aa2517862d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_117.png,Cotton,FW,uncontrolled,c7d53cb1845a23bc
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_118.jpg,Cotton,FW,uncontrolled,eef1019a5e61fc06
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_119.jpg,Cotton,FW,uncontrolled,879a920fcf9ec831
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_120.jpg,Cotton,FW,uncontrolled,bb5b50302acba9ec
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_121.jpg,Cotton,FW,uncontrolled,d230cfa59a549d93
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_135.jpg,Cotton,FW,uncontrolled,e307046b70cfb4b3
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_136.jpg,Cotton,FW,uncontrolled,d2c9ce5e49379990
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_137.jpg,Cotton,FW,uncontrolled,b6ad51c32d65e119
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_138.jpg,Cotton,FW,uncontrolled,876393f41499d53a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_153.jpg,Cotton,FW,uncontrolled,cc396b823db67059
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_155.jpg,Cotton,FW,uncontrolled,c1f63f1a34d9611c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_156.jpg,Cotton,FW,uncontrolled,99933f28683c25f3
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_157.jpg,Cotton,FW,uncontrolled,945c6eb0697334b6
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_158.jpg,Cotton,FW,uncontrolled,c4e04e9778df294a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_159.jpg,Cotton,FW,uncontrolled,81ba1f497ae56073
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_160.jpg,Cotton,FW,uncontrolled,914b1a3d2d757ce0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_161.jpg,Cotton,FW,uncontrolled,d4124ae32f4b35e9
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_166.jpg,Cotton,FW,uncontrolled,956f1ae0f697009b
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_167.jpg,Cotton,FW,uncontrolled,c80f0df834d97897
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_168.jpg,Cotton,FW,uncontrolled,c0c74f4ab33d5531
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_169.jpg,Cotton,FW,uncontrolled,9da7585a61332d3a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_171.jpg,Cotton,FW,uncontrolled,81c214edda770fd1
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_172.jpg,Cotton,FW,uncontrolled,c09e6f2f25c476e0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_173.jpg,Cotton,FW,uncontrolled,90f26e17252b276d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_174.jpg,Cotton,FW,uncontrolled,97343aa5726e236a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_176.jpg,Cotton,FW,uncontrolled,c08f0f5a7d783839
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_177.jpg,Cotton,FW,uncontrolled,95c95b4e283d653c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_178.jpg,Cotton,FW,uncontrolled,95275af028c26dbb
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_187.jpg,Cotton,FW,uncontrolled,aa14b7b99160edc5
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_188.jpg,Cotton,FW,uncontrolled,ea52e32dc730856e
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_189.jpg,Cotton,FW,uncontrolled,efbce010c44ab86f
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_191.jpg,Cotton,FW,uncontrolled,d8c6669db4c18f58
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_192.jpg,Cotton,FW,uncontrolled,8ab23dccc62f3722
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_193.jpg,Cotton,FW,uncontrolled,894d3237e1699a73
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_199.jpg,Cotton,FW,uncontrolled,e2d69c13a32789e5
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_200.jpg,Cotton,FW,uncontrolled,be94d82777b0894a
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_201.jpg,Cotton,FW,uncontrolled,b37c08b8e68dcc47
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_202.jpg,Cotton,FW,uncontrolled,eb3e8d8b221adce0
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_203.png,Cotton,FW,uncontrolled,e665f01b38984f27
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_204.png,Cotton,FW,uncontrolled,f1b7bc6943968606
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_205.png,Cotton,FW,uncontrolled,b3cda5b16d320a8d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_225.jpg,Cotton,FW,uncontrolled,dd1cd3f00f24bc1c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_226.jpg,Cotton,FW,uncontrolled,e5e443a68a9a387d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_227.jpg,Cotton,FW,uncontrolled,88b4865a7a8ea9f6
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_228.jpg,Cotton,FW,uncontrolled,8c0941785f631fde
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_232.jpg,Cotton,FW,uncontrolled,d8dab5355887c2e1
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_233.jpg,Cotton,FW,uncontrolled,dc7060adc68ed07e
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_234.jpg,Cotton,FW,uncontrolled,b29e64ad9d613b60
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_235.jpg,Cotton,FW,uncontrolled,8d70e29f0d2d9743
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_236.jpg,Cotton,FW,uncontrolled,e7343107c9cb66ca
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_237.jpg,Cotton,FW,uncontrolled,cdd5e0281caeb593
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_238.jpg,Cotton,FW,uncontrolled,b2bd631ec99a10b6
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_239.jpg,Cotton,FW,uncontrolled,987fb5924914e13d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_240.jpg,Cotton,FW,uncontrolled,e71f36b49c31451c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_243.jpg,Cotton,FW,uncontrolled,cbbea496c0c8da65
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_244.jpg,Cotton,FW,uncontrolled,cd5521568857ed63
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_248.jpg,Cotton,FW,uncontrolled,abdb3507932487d4
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_252.jpg,Cotton,FW,uncontrolled,9e14713c95628fab
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_253.jpg,Cotton,FW,uncontrolled,d1933878ddc8612f
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_254.jpg,Cotton,FW,uncontrolled,99cb66ad685c149e
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_255.jpg,Cotton,FW,uncontrolled,84396df2a86a3ea5
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_256.jpg,Cotton,FW,uncontrolled,cc6173073df64174
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_257.jpg,Cotton,FW,uncontrolled,bc83f4c1c09cdb9c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_258.jpg,Cotton,FW,uncontrolled,aa6ef5e0d2f01307
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_259.jpg,Cotton,FW,uncontrolled,e929a16b95368e36
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_260.jpg,Cotton,FW,uncontrolled,fe99f07cc619888c
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_261.jpg,Cotton,FW,uncontrolled,beece7a1828cdd01
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_262.jpg,Cotton,FW,uncontrolled,aa33a5d492b3d926
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_263.jpg,Cotton,FW,uncontrolled,eb46b20bd726883b
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_264.jpg,Cotton,FW,uncontrolled,bcffc37f81443050
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_265.jpg,Cotton,FW,uncontrolled,bd608786a5e5272d
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_266.jpg,Cotton,FW,uncontrolled,e91112d5d4e265fa
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_267.jpg,Cotton,FW,uncontrolled,e8cad22cf06f7087
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_268.jpg,Cotton,FW,uncontrolled,bdd27f1bc1344066
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_269.jpg,Cotton,FW,uncontrolled,9d3ef0a1e5f024a9
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_270.jpg,Cotton,FW,uncontrolled,e8782ab19c9f15cc
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_271.jpg,Cotton,FW,uncontrolled,c894a50bb85f7157
Z:\Crop Identification\Final Datasets\CLUE\FW\CLUE_FW_272.jpg,Cotton,FW,uncontrolled,82b8df697c9cb20c
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_253.jpg,Cotton,H,uncontrolled,e3b600b6599b9d29
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_255.jpg,Cotton,H,uncontrolled,b74491be471af00f
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_257.jpg,Cotton,H,uncontrolled,b2b5926915269d76
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_260.jpg,Cotton,H,uncontrolled,c48c3f63f292b50d
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_262.jpg,Cotton,H,uncontrolled,ea87ac3dc27a5107
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_265.jpg,Cotton,H,uncontrolled,80a5566abd4ecd2b
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_267.jpg,Cotton,H,uncontrolled,c45a7ade764702c9
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_269.jpg,Cotton,H,uncontrolled,8bb42ab03cf9b4c9
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_273.jpg,Cotton,H,uncontrolled,89762b3a3de5948c
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_275.jpg,Cotton,H,uncontrolled,d2912b0fec1a2df8
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_276.jpg,Cotton,H,uncontrolled,98643ed8c4b7b4a9
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_280.jpg,Cotton,H,uncontrolled,c76a033f3d3c02e9
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_284.jpg,Cotton,H,uncontrolled,859d7c9d3cb170c2
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_286.jpg,Cotton,H,uncontrolled,846b1f6f591bc01d
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_293.jpg,Cotton,H,uncontrolled,825a5fe51f291ae8
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_297.jpg,Cotton,H,uncontrolled,d0c50b9c7e1e863b
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_300.jpg,Cotton,H,uncontrolled,d2370b623da12f9a
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_303.jpg,Cotton,H,uncontrolled,80cd7afc2fbe0530
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_308.jpg,Cotton,H,uncontrolled,8d2c4ee07a2736d3
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_316.jpg,Cotton,H,uncontrolled,c1f24db6b54a32e4
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_319.jpg,Cotton,H,uncontrolled,d9187ba52cc2d655
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_322.png,Cotton,H,uncontrolled,c9b73507c38dc2f0
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_323.png,Cotton,H,uncontrolled,9ade34b6d1210faa
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_324.png,Cotton,H,uncontrolled,9c1d60ad9627965b
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_326.jpg,Cotton,H,uncontrolled,e760c53f0ca161eb
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_329.jpg,Cotton,H,uncontrolled,834527cb6bb66c4c
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_336.jpg,Cotton,H,uncontrolled,c2d25fb51530fa58
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_338.jpg,Cotton,H,uncontrolled,d21c1f8073c7e2c7
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_340.jpg,Cotton,H,uncontrolled,af4ac8eb374cc1c1
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_343.jpg,Cotton,H,uncontrolled,fae49d4162e6b449
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_345.jpg,Cotton,H,uncontrolled,90783a716a5e6e6a
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_348.jpg,Cotton,H,uncontrolled,80a07b0b07f92eef
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_350.jpg,Cotton,H,uncontrolled,d12a7f854a977911
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_353.jpg,Cotton,H,uncontrolled,95557358ee4b6c48
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_356.jpg,Cotton,H,uncontrolled,d1fa4aaf4fd02891
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_359.jpg,Cotton,H,uncontrolled,eed8f9d6504e0718
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_361.jpg,Cotton,H,uncontrolled,9d423a763a2e64f4
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_364.jpg,Cotton,H,uncontrolled,c46e32b13b956bc1
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_369.jpg,Cotton,H,uncontrolled,832e78caacf74634
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_371.jpg,Cotton,H,uncontrolled,d2842a64f85d3bdc
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_372.jpg,Cotton,H,uncontrolled,db946c2a2fad2869
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_373.jpg,Cotton,H,uncontrolled,8e3e39807a077dc3
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_375.jpg,Cotton,H,uncontrolled,cfcc38999326cc66
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_378.jpg,Cotton,H,uncontrolled,c6b96fe202eb1b14
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_380.jpg,Cotton,H,uncontrolled,bad48989f5995ac4
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_382.jpg,Cotton,H,uncontrolled,e3e3260d2b5b68b8
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_385.jpg,Cotton,H,uncontrolled,c139e9f21f4bec20
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_386.jpg,Cotton,H,uncontrolled,c4ad1ae86ca7cd52
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_389.jpg,Cotton,H,uncontrolled,84e01f1f14be3e9c
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_394.jpg,Cotton,H,uncontrolled,c4230877732f77a2
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_396.jpg,Cotton,H,uncontrolled,c2b96ec01aef1b16
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_398.jpg,Cotton,H,uncontrolled,c593968c1297ec67
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_400.jpg,Cotton,H,uncontrolled,be7c239312c86db8
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_402.jpg,Cotton,H,uncontrolled,920a1fe52d070dbf
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_405.jpg,Cotton,H,uncontrolled,d44a64b462daaeb9
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_408.jpg,Cotton,H,uncontrolled,f2bcd60dc3426c56
Z:\Crop Identification\Final Datasets\CLUE\H\CLUE_H_412.jpg,Cotton,H,uncontrolled,80210ab1febc8def
